# tmin_mjd tmax_mjd luminosity luminosity_err
5.91075e+04 5.91305e+04 4.30640e+44 4.78106e+30
5.91305e+04 5.91535e+04 3.91879e+45 4.35074e+31
5.91535e+04 5.91765e+04 5.16053e+43 5.72934e+29
5.91995e+04 5.92225e+04 1.27520e+45 1.41576e+31
5.92225e+04 5.92455e+04 1.91191e+45 2.12265e+31
5.92455e+04 5.92685e+04 2.17636e+44 2.41624e+30
5.92685e+04 5.92915e+04 2.15070e+45 2.38775e+31
5.92915e+04 5.93145e+04 2.05752e+45 2.28431e+31
5.93145e+04 5.93375e+04 7.97958e+45 8.85911e+31
