# tmin_mjd tmax_mjd luminosity luminosity_err
5.81555e+04 5.81725e+04 1.34417e+44 1.49233e+30
5.81725e+04 5.81895e+04 8.97719e+44 9.96668e+30
5.81895e+04 5.82065e+04 2.83969e+46 3.15269e+32
5.82065e+04 5.82235e+04 1.76673e+42 1.96147e+28
5.82235e+04 5.82405e+04 1.14708e+46 1.27351e+32
5.82405e+04 5.82575e+04 1.43562e+45 1.59386e+31
5.82575e+04 5.82745e+04 1.05371e+46 1.16986e+32
5.82745e+04 5.82915e+04 2.77615e+45 3.08214e+31
