# Time [MJD], Angular separation [deg]
5.895712260086333845e+04,1.024814910888671875e+02
5.895753360015703220e+04,1.021080245971679688e+02
5.895794459945071867e+04,1.017072143554687500e+02
5.895835559874441242e+04,1.012809371948242188e+02
5.895876659803809889e+04,1.009311218261718750e+02
5.895917759733179264e+04,1.004680099487304688e+02
5.895958859662547911e+04,1.001145172119140625e+02
5.895999959591917286e+04,9.966928100585937500e+01
5.896041059521285933e+04,9.928966522216796875e+01
5.896082159450655308e+04,9.890082550048828125e+01
5.896123259380023956e+04,9.846644592285156250e+01
5.896164359309393330e+04,9.812783813476562500e+01
5.896205459238761978e+04,9.766579437255859375e+01
5.896246559168131353e+04,9.730718994140625000e+01
5.896287659097500000e+04,9.689051818847656250e+01
5.896328759026869375e+04,9.648352813720703125e+01
5.896369858956238022e+04,9.612055969238281250e+01
5.896410958885607397e+04,9.566287994384765625e+01
5.896452058814976044e+04,9.532080078125000000e+01
5.896493158744345419e+04,9.487812042236328125e+01
5.896534258673714066e+04,9.449604034423828125e+01
5.896575358603083441e+04,9.411010742187500000e+01
5.896616458532452089e+04,9.367471313476562500e+01
5.896657558461821463e+04,9.332295227050781250e+01
5.896698658391190111e+04,9.287694549560546875e+01
5.896739758320559486e+04,9.251689910888671875e+01
5.896780858249928133e+04,9.208811187744140625e+01
5.896821958179297508e+04,9.169924163818359375e+01
5.896863058108666155e+04,9.132247924804687500e+01
5.896904158038035530e+04,9.088231658935546875e+01
5.896945257967404177e+04,9.054012298583984375e+01
5.896986357896773552e+04,9.008453369140625000e+01
5.897027457826142199e+04,8.971772003173828125e+01
5.897068557755511574e+04,8.931488800048828125e+01
5.897109657684880221e+04,8.889704895019531250e+01
5.897150757614249596e+04,8.854721069335937500e+01
5.897191857543618244e+04,8.808834075927734375e+01
5.897232957472987619e+04,8.774235534667968750e+01
5.897274057402356993e+04,8.731584930419921875e+01
5.897315157331725641e+04,8.692571258544921875e+01
5.897356257261095016e+04,8.655722808837890625e+01
5.897397357190463663e+04,8.611195373535156250e+01
5.897438457119833038e+04,8.576828002929687500e+01
5.897479557049201685e+04,8.532404327392578125e+01
5.897520656978571060e+04,8.495623779296875000e+01
5.897561756907939707e+04,8.453509521484375000e+01
5.897602856837309082e+04,8.413684844970703125e+01
5.897643956766677729e+04,8.377353668212890625e+01
5.897685056696047104e+04,8.332141113281250000e+01
5.897726156625415751e+04,8.298479461669921875e+01
5.897767256554785126e+04,8.254319000244140625e+01
5.897808356484153774e+04,8.216957092285156250e+01
