# Time [MJD], Angular separation [deg]
5.933236165153121692e+04,8.720029449462890625e+01
5.933277547935662005e+04,8.679570770263671875e+01
5.933318930718202319e+04,8.633932495117187500e+01
5.933360313500742632e+04,8.599867248535156250e+01
5.933401696283282945e+04,8.555877685546875000e+01
5.933443079065823258e+04,8.517787170410156250e+01
5.933484461848363571e+04,8.479507446289062500e+01
5.933525844630903885e+04,8.436136627197265625e+01
5.933567227413444198e+04,8.402533721923828125e+01
5.933608610195983783e+04,8.356766510009765625e+01
5.933649992978524097e+04,8.320890808105468750e+01
5.933691375761064410e+04,8.280165100097656250e+01
5.933732758543604723e+04,8.239451599121093750e+01
5.933774141326145036e+04,8.202162170410156250e+01
5.933815524108685349e+04,8.158334350585937500e+01
5.933856906891225663e+04,8.124199676513671875e+01
5.933898289673765976e+04,8.078991699218750000e+01
5.933939672456306289e+04,8.042396545410156250e+01
5.933981055238846602e+04,8.002296447753906250e+01
5.934022438021386915e+04,7.960582733154296875e+01
5.934063820803927229e+04,7.925772094726562500e+01
5.934105203586467542e+04,7.880055999755859375e+01
5.934146586369007127e+04,7.845553588867187500e+01
5.934187969151547441e+04,7.803157806396484375e+01
5.934229351934087754e+04,7.764220428466796875e+01
5.934270734716628067e+04,7.727536773681640625e+01
5.934312117499168380e+04,7.683040618896484375e+01
5.934353500281708693e+04,7.648914337158203125e+01
5.934394883064249007e+04,7.604698181152343750e+01
5.934436265846789320e+04,7.567977905273437500e+01
5.934477648629329633e+04,7.526110076904296875e+01
5.934519031411869946e+04,7.486323547363281250e+01
5.934560414194410259e+04,7.450086975097656250e+01
5.934601796976950573e+04,7.406050109863281250e+01
5.934643179759490886e+04,7.371394348144531250e+01
5.934684562542030471e+04,7.327454376220703125e+01
5.934725945324570785e+04,7.290189361572265625e+01
5.934767328107111098e+04,7.251770019531250000e+01
5.934808710889651411e+04,7.209101104736328125e+01
5.934850093672191724e+04,7.175710296630859375e+01
5.934891476454732037e+04,7.130279541015625000e+01
5.934932859237272351e+04,7.094924926757812500e+01
5.934974242019812664e+04,7.053459167480468750e+01
5.935015624802352977e+04,7.013466644287109375e+01
5.935057007584893290e+04,6.977507019042968750e+01
5.935098390367433603e+04,6.932351684570312500e+01
5.935139773149973917e+04,6.898682403564453125e+01
5.935181155932514230e+04,6.854913330078125000e+01
5.935222538715054543e+04,6.817501831054687500e+01
5.935263921497594856e+04,6.777264404296875000e+01
5.935305304280134442e+04,6.736487579345703125e+01
5.935346687062674755e+04,6.701747894287109375e+01
5.935388069845215068e+04,6.656363677978515625e+01
5.935429452627755381e+04,6.622284698486328125e+01
5.935470835410295695e+04,6.579698181152343750e+01
5.935512218192836008e+04,6.541437530517578125e+01
5.935553600975376321e+04,6.504001617431640625e+01
5.935594983757916634e+04,6.460311126708984375e+01
5.935636366540456947e+04,6.427022552490234375e+01
5.935677749322997261e+04,6.381904983520507812e+01
5.935719132105537574e+04,6.345767593383789062e+01
5.935760514888077887e+04,6.305778121948242188e+01
5.935801897670618200e+04,6.264836883544921875e+01
5.935843280453157786e+04,6.230201339721679688e+01
5.935884663235698099e+04,6.184931564331054688e+01
5.935926046018238412e+04,6.150790405273437500e+01
5.935967428800778725e+04,6.108572769165039062e+01
5.936008811583319039e+04,6.070135498046875000e+01
5.936050194365859352e+04,6.031182098388671875e+01
5.936091577148399665e+04,5.989115524291992188e+01
5.936132959930939978e+04,5.954984664916992188e+01
5.936174342713480291e+04,5.909655380249023438e+01
5.936215725496020605e+04,5.874837112426757812e+01
5.936257108278560918e+04,5.833015823364257812e+01
5.936298491061101231e+04,5.793773651123046875e+01
5.936339873843641544e+04,5.757623291015625000e+01
5.936381256626181130e+04,5.712939834594726562e+01
5.936422639408721443e+04,5.679735565185546875e+01
5.936464022191261756e+04,5.636000823974609375e+01
5.936505404973802069e+04,5.599076843261718750e+01
5.936546787756342383e+04,5.560783004760742188e+01
5.936588170538882696e+04,5.518566894531250000e+01
5.936629553321423009e+04,5.484729766845703125e+01
5.936670936103963322e+04,5.439389419555664062e+01
5.936712318886503635e+04,5.404408264160156250e+01
5.936753701669043949e+04,5.361099624633789062e+01
5.936795084451584262e+04,5.323374557495117188e+01
5.936836467234124575e+04,5.285606002807617188e+01
5.936877850016664888e+04,5.242618942260742188e+01
